0	0	0
0.00625	0	0
0.0125	0	0
0.01875	0	0
0.025	0	0
0.03125	0	0
0.0375	0	0
0.04375	0	0
0.05	0	0
0.05625	0	0
0.0625	0	0
0.06875	0	0
0.075	0	0
0.08125	0	0
0.0875	0	0
0.09375	0	0
0.1	0	0
0.10625	0	0
0.1125	0	0
0.11875	0	0
0.125	0	0
0.13125	0	0
0.1375	0	0
0.14375	0	0
0.15	0	0
0.15625	0	0
0.1625	0	0
0.16875	0	0
0.175	0	0
0.18125	0	0
0.1875	0	0
0.19375	0	0
0.2	0	0
0.20625	0	0
0.2125	0	0
0.21875	0	0
0.225	0	0
0.23125	0	0
0.2375	0	0
0.24375	0	0
0.25	0	0
0	0.025	0.00972286
0.00671875	0.025	0.00972022
0.0134375	0.025	0.0097123
0.0201562	0.025	0.00969908
0.026875	0.025	0.00968052
0.0335937	0.025	0.00965655
0.0403125	0.025	0.00962711
0.0470312	0.025	0.0095921
0.05375	0.025	0.0095514
0.0604688	0.025	0.00950488
0.0671875	0.025	0.00945239
0.0739063	0.025	0.00939373
0.080625	0.025	0.0093287
0.0873437	0.025	0.00925706
0.0940625	0.025	0.00917852
0.100781	0.025	0.00909276
0.1075	0.025	0.00899943
0.114219	0.025	0.00889809
0.120938	0.025	0.00878828
0.127656	0.025	0.00866942
0.134375	0.025	0.00854088
0.141094	0.025	0.0084019
0.147813	0.025	0.00825162
0.154531	0.025	0.00808899
0.16125	0.025	0.00791281
0.167969	0.025	0.00772162
0.174687	0.025	0.0075137
0.181406	0.025	0.00728695
0.188125	0.025	0.00703885
0.194844	0.025	0.00676631
0.201562	0.025	0.00646555
0.208281	0.025	0.00613189
0.215	0.025	0.00575957
0.221719	0.025	0.00534138
0.228437	0.025	0.00486834
0.235156	0.025	0.00432922
0.241875	0.025	0.0037099
0.248594	0.025	0.00299266
0.255312	0.025	0.00215518
0.262031	0.025	0.0011694
0.26875	0.025	0
0	0.05	0.0188937
0.0071875	0.05	0.0188878
0.014375	0.05	0.0188701
0.0215625	0.05	0.0188404
0.02875	0.05	0.0187988
0.0359375	0.05	0.018745
0.043125	0.05	0.018679
0.0503125	0.05	0.0186004
0.0575	0.05	0.0185089
0.0646875	0.05	0.0184044
0.071875	0.05	0.0182863
0.0790625	0.05	0.0181542
0.08625	0.05	0.0180077
0.0934375	0.05	0.0178461
0.100625	0.05	0.0176688
0.107812	0.05	0.017475
0.115	0.05	0.0172638
0.122187	0.05	0.0170343
0.129375	0.05	0.0167852
0.136562	0.05	0.0165154
0.14375	0.05	0.0162232
0.150938	0.05	0.015907
0.158125	0.05	0.0155648
0.165312	0.05	0.0151944
0.1725	0.05	0.0147932
0.179688	0.05	0.0143581
0.186875	0.05	0.0138857
0.194062	0.05	0.013372
0.20125	0.05	0.0128125
0.208437	0.05	0.012202
0.215625	0.05	0.0115346
0.222812	0.05	0.0108034
0.23	0.05	0.0100012
0.237187	0.05	0.00911949
0.244375	0.05	0.00814954
0.251562	0.05	0.007082
0.25875	0.05	0.00590752
0.265937	0.05	0.00461738
0.273125	0.05	0.0032045
0.280312	0.05	0.00166492
0.2875	0.05	0
0	0.075	0.0275827
0.00765625	0.075	0.027573
0.0153125	0.075	0.0275438
0.0229687	0.075	0.027495
0.030625	0.075	0.0274265
0.0382813	0.075	0.027338
0.0459375	0.075	0.0272292
0.0535938	0.075	0.0270998
0.06125	0.075	0.0269493
0.0689063	0.075	0.0267771
0.0765625	0.075	0.0265826
0.0842188	0.075	0.0263651
0.091875	0.075	0.0261237
0.0995313	0.075	0.0258576
0.107188	0.075	0.0255655
0.114844	0.075	0.0252462
0.1225	0.075	0.0248984
0.130156	0.075	0.0245205
0.137813	0.075	0.0241107
0.145469	0.075	0.023667
0.153125	0.075	0.0231872
0.160781	0.075	0.0226687
0.168438	0.075	0.0221089
0.176094	0.075	0.0215044
0.18375	0.075	0.020852
0.191406	0.075	0.0201477
0.199063	0.075	0.0193872
0.206719	0.075	0.0185661
0.214375	0.075	0.0176792
0.222031	0.075	0.0167213
0.229688	0.075	0.0156867
0.237344	0.075	0.0145696
0.245	0.075	0.0133641
0.252656	0.075	0.0120645
0.260313	0.075	0.0106654
0.267969	0.075	0.00916216
