0	0	0
0.0025	0	0
0.005	0	0
0.0075	0	0
0.01	0	0
0.0125	0	0
0.015	0	0
0.0175	0	0
0.02	0	0
0.0225	0	0
0.025	0	0
0.0275	0	0
0.03	0	0
0.0325	0	0
0.035	0	0
0.0375	0	0
0.04	0	0
0.0425	0	0
0.045	0	0
0.0475	0	0
0.05	0	0
0.0525	0	0
0.055	0	0
0.0575	0	0
0.06	0	0
0.0625	0	0
0.065	0	0
0.0675	0	0
0.07	0	0
0.0725	0	0
0.075	0	0
0.0775	0	0
0.08	0	0
0.0825	0	0
0.085	0	0
0.0875	0	0
0.09	0	0
0.0925	0	0
0.095	0	0
0.0975	0	0
0.1	0	0
0	0.0025	0.000238665
0.00337277	0.0025	0.000238664
0.00674553	0.0025	0.000238646
0.0101183	0.0025	0.000238616
0.0134911	0.0025	0.000238578
0.0168638	0.0025	0.00023854
0.0202366	0.0025	0.000238512
0.0236094	0.0025	0.0002385
0.0269821	0.0025	0.00023851
0.0303549	0.0025	0.000238539
0.0337277	0.0025	0.000238577
0.0371004	0.0025	0.000238606
0.0404732	0.0025	0.000238597
0.0438459	0.0025	0.000238516
0.0472187	0.0025	0.000238321
0.0505915	0.0025	0.000237961
0.0539642	0.0025	0.000237384
0.057337	0.0025	0.000236531
0.0607098	0.0025	0.000235342
0.0640825	0.0025	0.000233754
0.0674553	0.0025	0.000231702
0.0708281	0.0025	0.000229122
0.0742008	0.0025	0.00022595
0.0775736	0.0025	0.000222121
0.0809464	0.0025	0.000217572
0.0843191	0.0025	0.00021224
0.0876919	0.0025	0.000206064
0.0910647	0.0025	0.000198984
0.0944374	0.0025	0.000190942
0.0978102	0.0025	0.000181881
0.101183	0.0025	0.000171744
0.104556	0.0025	0.000160479
0.107928	0.0025	0.000148032
0.111301	0.0025	0.000134352
0.114674	0.0025	0.000119389
0.118047	0.0025	0.000103093
0.12142	0.0025	8.54181e-05
0.124792	0.0025	6.63164e-05
0.128165	0.0025	4.57424e-05
0.131538	0.0025	2.36516e-05
0.134911	0.0025	0
0	0.005	0.000471103
0.00424553	0.005	0.000471093
0.00849106	0.005	0.000471032
0.0127366	0.005	0.000470935
0.0169821	0.005	0.000470814
0.0212277	0.005	0.000470684
0.0254732	0.005	0.000470553
0.0297187	0.005	0.000470412
0.0339642	0.005	0.000470233
0.0382098	0.005	0.000469966
0.0424553	0.005	0.000469537
0.0467008	0.005	0.00046885
0.0509464	0.005	0.000467798
0.0551919	0.005	0.00046626
0.0594374	0.005	0.00046411
0.063683	0.005	0.000461221
0.0679285	0.005	0.000457469
0.072174	0.005	0.000452735
0.0764195	0.005	0.000446912
0.0806651	0.005	0.000439902
0.0849106	0.005	0.00043162
0.0891561	0.005	0.000421996
0.0934017	0.005	0.000410974
0.0976472	0.005	0.000398515
0.101893	0.005	0.000384594
0.106138	0.005	0.000369201
0.110384	0.005	0.000352344
0.114629	0.005	0.000334043
0.118875	0.005	0.000314336
0.12312	0.005	0.000293272
0.127366	0.005	0.000270918
0.131611	0.005	0.000247352
0.135857	0.005	0.000222666
0.140102	0.005	0.000196964
0.144348	0.005	0.000170365
0.148594	0.005	0.000142998
0.152839	0.005	0.000115005
0.157085	0.005	8.65392e-05
0.16133	0.005	5.77642e-05
0.165576	0.005	2.88557e-05
0.169821	0.005	0
0	0.0075	0.000697326
0.0051183	0.0075	0.000697295
0.0102366	0.0075	0.000697157
0.0153549	0.0075	0.000696935
0.0204732	0.0075	0.000696643
0.0255915	0.0075	0.000696287
0.0307098	0.0075	0.000695837
0.0358281	0.0075	0.000695228
0.0409464	0.0075	0.000694348
0.0460647	0.0075	0.000693044
0.051183	0.0075	0.000691136
0.0563012	0.0075	0.000688421
0.0614195	0.0075	0.000684694
0.0665378	0.0075	0.000679751
0.0716561	0.0075	0.000673407
0.0767744	0.0075	0.000665495
0.0818927	0.0075	0.000655879
0.087011	0.0075	0.00064445
0.0921293	0.0075	0.000631135
0.0972476	0.0075	0.000615891
0.102366	0.0075	0.000598708
0.107484	0.0075	0.000579608
0.112602	0.0075	0.000558636
0.117721	0.0075	0.000535867
0.122839	0.0075	0.000511396
0.127957	0.0075	0.000485336
0.133076	0.0075	0.000457816
0.138194	0.0075	0.000428977
0.143312	0.0075	0.000398968
0.148431	0.0075	0.000367946
0.153549	0.0075	0.000336065
0.158667	0.0075	0.000303483
0.163785	0.0075	0.00027035
0.168904	0.0075	0.000236811
0.174022	0.0075	0.000203
0.17914	0.0075	0.000169039
0.184259	0.0075	0.000135033
0.189377	0.0075	0.000101071
0.194495	0.0075	6.72193e-05
0.199614	0.0075	3.35228e-05
0.204732	0.0075	0
0	0.01	0.000917349
0.00599106	0.01	0.00091728
0.0119821	0.01	0.000917015
0.0179732	0.01	0.000916581
0.0239642	0.01	0.000915978
0.0299553	0.01	0.000915166
0.0359464	0.01	0.000914041
0.0419374	0.01	0.000912428
0.0479285	0.01	0.000910088
0.0539195	0.01	0.00090674
0.0599106	0.01	0.000902085
0.0659017	0.01	0.000895828
0.0718927	0.01	0.000887698
0.0778838	0.01	0.000877465
0.0838748	0.01	0.00086495
0.0898659	0.01	0.00085003
0.095857	0.01	0.000832639
0.101848	0.01	0.000812766
0.107839	0.01	0.000790453
0.11383	0.01	0.000765786
0.119821	0.01	0.000738889
0.125812	0.01	0.00070992
0.131803	0.01	0.000679057
0.137794	0.01	0.000646498
0.143785	0.01	0.000612447
0.149777	0.01	0.000577115
0.155768	0.01	0.000540707
0.161759	0.01	0.000503424
0.16775	0.01	0.000465452
0.173741	0.01	0.000426966
