3.4445	0
1.23368	200
0.823133	400
0.555182	600
0.375181	800
0.253689	1000
0.171574	1200
0.116048	1400
0.0784947	1600
0.0530944	1800
0.0359137	2000
0.0242926	2200
0.0164319	2400
0.0111148	2600
0.00751828	2800
0.00508551	3000
0.00343993	3200
0.00232683	3400
0.00157391	3600
0.00106462	3800
0.000720132	4000
0.000487111	4200
0.000329491	4400
0.000222874	4600
0.000150756	4800
0.000101974	5000
6.89772e-05	5200
4.66575e-05	5400
3.156e-05	5600
2.13478e-05	5800
1.444e-05	6000
9.76751e-06	6200
6.60693e-06	6400
4.46905e-06	6600
3.02295e-06	6800
2.04478e-06	7000
1.38313e-06	7200
9.35573e-07	7400
